Rank,Player_x,Position,School,Birthday,Age,Height,Wingspan,Weight (lbs),Hand Width,Reach,Standing Vert (in),Max Vert (in),Lane (sec),Shuttle (sec),3/4 Sprint (sec),Ovr. Rank,Avg. Rank,ESPN,The Athletic,CBS Sports,Tankathon,The Ringer,No Ceilings,Yahoo,GP,GS,MP,PTS,OREB,DREB,TREB,AST,STL,BLK,TOV,PF,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,TS%,PTS/36,OREB/36,DREB/36,TREB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,FGA/36,2PA/36,3PA/36,FTA/36,Info,Predicted_WS/48,Predicted_PPG,Predicted_VORP,Predicted_raptor_onoff_offense,Predicted_raptor_onoff_defense,Predicted_raptor_offense,Predicted_raptor_defense,Predicted_war_total,Predicted_predator_defense,Predicted_predator_total,match_name,match_score,    PK(OVR),TEAM,Player_y,HT,WT,POS,SCHOOL
134,"Poplar, Wooga",SG,Miami,1/5/2003,21.47,"6'5""",,195,,,,,,,,108,,,,,,,,,29,29.0,31.1,13.1,0.7,4.1,4.8,2.1,0.8,0.3,1.9,2.1,4.6,10.8,0.426,2.4,5.2,0.47,2.1,5.6,0.385,1.8,2.0,0.864,0.586,15.2,0.8,4.7,5.6,2.4,0.9,0.3,2.2,2.4,5.3,6.0,6.5,2.3,https://www.sports-reference.com/cbb/players/wooga-poplar-1.html,0.09410606400945916,9.743505357516245,6.4984199084697964,-0.039194479934577725,-0.5179985776040035,0.3972465493576881,-1.2638860019382703,1.9177511995696463,-1.574515456564971,-1.2955825888695651,,,,,,,,,
120,"Hawkins, Coleman",PF,Illinois,10/10/2001,22.71,"6'9.75""","7'0""",215,"8.75""","8'11""",24.0,29.5,12.05,3.21,3.3,73,,,,,,,,,35,35.0,31.6,12.1,1.4,4.7,6.1,2.7,1.5,1.1,1.6,2.6,4.1,9.1,0.451,2.4,4.5,0.535,1.7,4.6,0.369,2.2,2.7,0.792,0.64,13.8,1.6,5.4,6.9,3.1,1.7,1.3,1.8,3.0,4.7,5.1,5.2,3.1,https://www.sports-reference.com/cbb/players/coleman-hawkins-1.html,0.09332389608052516,9.709160534807703,6.431087122169043,-1.4638996934567623,0.9854799431076644,-1.144960769889652,-0.22431381678472004,1.8351010893823576,-0.5299572398316276,-1.1124497115196146,,,,,,,,,
129,"Lewis, Malique",PF,G-League,11/10/2004,19.63,"6'8""",,205,,,,,,,,83,,,,,,,,,50,24.0,25.2,8.3,1.2,4.7,5.8,1.3,0.8,1.0,1.2,2.0,3.2,6.5,0.488,2.1,3.5,0.613,1.0,3.0,0.344,0.6,0.9,0.674,0.614,11.9,1.7,6.7,8.3,1.8,1.2,1.4,1.7,2.9,4.5,4.9,4.3,1.2,https://basketball.realgm.com/player/Malique-Lewis/Summary/189653,0.09325928530404574,6.5877050911692185,3.2025764215160266,-3.0236328029814006,-0.30761632182037446,-2.1401764963845467,-0.15817315607527502,0.46386058887657733,-0.9766686825311958,-3.029190772749693,,,,,,,,,
128,"Evans, Kwame",PF,Oregon,8/2/2004,19.9,"6'9""","7'0""",200,,,,,,,,82,,,,,,,,,36,29.0,22.5,7.3,1.4,3.5,4.9,1.1,1.2,1.0,0.8,2.5,2.5,5.6,0.446,1.9,3.5,0.551,0.6,2.1,0.267,1.7,2.2,0.795,0.613,11.7,2.2,5.6,7.8,1.8,1.9,1.6,1.3,4.0,4.0,5.6,3.4,3.5,https://www.sports-reference.com/cbb/players/kwame-evans-jr-2.html,0.09240333766266122,9.575359514965738,6.640865810854729,-1.5222541730877373,0.9421036476185585,-1.4104262594042438,-0.3179097414340643,1.5605934747938497,-0.5986919644188833,-1.4187305015486231,,,,,,,,,
136,"Murrell, Matthew",SG,Ole Miss,12/19/2001,22.52,"6'3""",,201,,,,,,,,89,,,,,,,,,32,32.0,32.9,16.2,0.6,3.1,3.6,2.4,1.6,0.3,1.7,2.0,5.6,12.0,0.464,3.1,5.9,0.532,2.4,6.1,0.398,2.7,3.6,0.739,0.657,17.7,0.7,3.4,3.9,2.6,1.8,0.3,1.9,2.2,6.1,6.5,6.7,3.9,https://www.sports-reference.com/cbb/players/matthew-murrell-1.html,0.09239396335693888,8.653184761166601,5.499389542334464,-1.1932220333201757,-0.3698619983079282,-1.1719170920349762,-0.6703993307978331,1.8844938820575663,-0.6464292166133282,-1.695111314639187,,,,,,,,,
137,"Clayton Jr, Walter",PG,Florida,3/6/2003,21.3,"6'2""",,195,,,,,,,,94,,,,,,,,,36,36.0,30.9,17.6,0.5,3.1,3.6,2.6,1.1,0.6,2.2,2.4,5.6,13.0,0.432,3.0,5.9,0.512,2.6,7.1,0.365,3.8,4.3,0.877,0.657,20.5,0.6,3.6,4.2,3.0,1.3,0.7,2.6,2.8,6.5,6.9,8.3,5.0,https://www.sports-reference.com/cbb/players/walter-claytonjr-1.html,0.091985206430589,9.41432004069475,8.865845126842567,-0.7697749363227817,-0.5384504927987896,-0.19737523257035353,-1.6607040053412376,1.1809769435110449,-1.9408132108210756,-2.4811409322143403,,,,,,,,,
7,"Knecht, Dalton",SF,Tennessee,4/19/2001,23.18,"6'6.5""","6'9""",212,"9.5""","8'7.5""",31.0,39.0,10.56,2.79,3.07,7,7.57,7.0,9.0,6.0,8.0,9.0,7.0,7.0,36,36.0,30.6,21.7,0.8,4.1,4.9,1.8,0.7,0.6,1.7,1.8,7.3,16.0,0.458,4.8,9.5,0.499,2.6,6.5,0.397,4.4,5.7,0.772,0.664,25.5,0.9,4.8,5.8,2.1,0.8,0.7,2.0,2.1,8.6,11.2,7.6,6.7,https://www.sports-reference.com/cbb/players/dalton-knecht-1.html,0.0904038221882839,11.209496837983,7.536082801271865,-1.2031040642638002,0.5872219035218751,-1.1122310856294415,-0.6011324649295894,1.5246020304644505,-0.8596934458970905,-1.738621005394869,Dalton Knecht,95.0,17.0,LA Lakers,Dalton Knecht,6-5,212.0,SF,Tennessee
94,"Mitchell, Tre",PF,Kentucky,9/24/2000,23.75,"6'9""",,225,,,,,,,,94,77.71,85.0,109.0,83.0,77.0,70.0,67.0,53.0,27,24.0,30.3,10.7,1.8,5.4,7.2,2.6,0.7,1.0,1.4,2.6,3.8,7.9,0.484,2.9,4.9,0.595,0.9,3.0,0.305,2.1,2.9,0.744,0.65,12.7,2.1,6.4,8.6,3.1,0.8,1.2,1.7,3.1,4.5,5.8,3.6,3.4,https://www.sports-reference.com/cbb/players/tre-mitchell-1.html,0.09029503662525594,10.276049246270542,4.808768311730187,-1.313081005498701,-0.43503744943588574,-1.3751455341014605,-0.8603879969622639,0.9066560983959236,-1.397771338777475,-2.3120929867438935,,,,,,,,,
91,"Armstrong, Taran",PG,Australia,1/15/2002,22.44,"6'5""","6'6""",190,,,,,,,,91,76.29,109.0,75.0,83.0,77.0,70.0,67.0,53.0,23,,21.7,7.7,0.6,3.4,4.0,2.7,0.7,0.1,1.5,2.6,2.7,5.8,0.463,2.3,4.3,0.535,0.4,1.5,0.257,1.9,2.7,0.698,0.63,12.8,1.0,5.6,6.6,4.5,1.2,0.2,2.5,4.3,4.5,7.1,2.5,4.5,https://www.basketball-reference.com/international/players/taran-armstrong-1.html,0.0891442405121535,8.405661114299942,7.611848824530685,-1.0590316846558248,0.1576943158356675,-2.98243385695497,-0.44714753617685277,0.9684212979672,-0.6582350766460476,-3.1851359627958953,,,,,,,,,
143,"Jelavic, Andrija",PF,Serbia,5/26/2004,20.08,"6'11""",,224,,,,,,,,111,,,,,,,,,26,,31.7,10.3,1.5,6.2,7.6,1.7,1.4,0.9,1.7,2.0,4.0,8.6,0.471,3.0,5.0,0.605,1.0,3.6,0.287,1.2,1.7,0.698,0.578,11.7,1.7,7.0,8.6,1.9,1.6,1.0,1.9,2.3,4.5,5.7,4.1,1.9,https://www.basketball-reference.com/international/players/andrija-jelavic-1.html,0.08900352356852859,8.967033305541873,3.4857205355447856,-0.9049688714550992,-0.4225384722370405,-2.0071261824051523,-0.2609636862258634,1.1532502150991686,0.018170137075411277,-2.2642975851085536,,,,,,,,,
30,"Klintman, Bobi",PF,Australia,3/6/2003,21.3,"6'10""","6'11""",212,"10""","8'10.5""",26.5,32.5,11.49,3.21,3.23,30,30.29,29.0,36.0,32.0,28.0,18.0,36.0,33.0,23,,21.3,9.7,0.7,4.1,4.8,0.7,0.8,0.5,1.6,2.7,3.2,7.3,0.443,1.9,3.6,0.53,1.3,3.7,0.357,2.0,2.5,0.793,0.634,16.4,1.2,6.9,8.1,1.2,1.4,0.8,2.7,4.6,5.4,6.1,6.3,4.2,https://www.basketball-reference.com/international/players/bobi-klintman-1.html,0.08793706423977847,9.62777730125301,5.5096429611748645,-1.567506544452475,0.5531524637794223,-1.1818475836736273,-0.2996548706252671,1.5871041058052058,-0.4949363239143836,-1.2934464534914987,Bobi Klintman,95.0,37.0,Minnesota,Bobi Klintman,6-8,212.0,PF,Sweden
12,"Holland, Ron",SF,G-League Ignite,7/7/2005,18.97,"6'7.25""","6'10.75""",197,"9""","8'8""",30.0,38.0,11.1,2.91,3.1,12,11.57,13.0,10.0,10.0,10.0,13.0,12.0,13.0,29,28.0,31.9,19.5,1.6,5.1,6.7,2.9,2.3,0.9,3.2,3.2,7.1,15.5,0.46,6.4,12.2,0.52,0.8,3.3,0.24,2.9,3.9,0.728,0.615,22.0,1.7,5.8,7.5,3.3,2.6,1.0,3.6,3.6,8.1,13.8,3.7,4.4,https://basketball.realgm.com/player/Ron-Holland/Summary/162288,0.08705226058835366,9.545172049288391,5.452823138930069,-1.2654558281670076,0.5284228137392288,-1.2826368046977152,-0.8832935001356084,1.0459078307296004,-0.8244975993565683,-2.0762898454947636,Ron Holland II,95.0,5.0,Detroit,Ron Holland II,6-6,197.0,SF,
61,"Crawford, Isaiah",SF,Louisiana Tech,11/1/2001,22.65,"6'6""","7'0""",220,,,,,,,,61,60.0,67.0,56.0,69.0,56.0,70.0,49.0,53.0,32,32.0,32.9,16.3,1.9,4.3,6.2,2.4,2.1,1.7,2.5,2.3,5.7,11.7,0.485,4.4,8.6,0.511,1.3,3.1,0.414,3.7,5.1,0.728,0.678,17.8,2.1,4.7,6.8,2.6,2.3,1.9,2.7,2.5,6.2,9.4,3.4,5.6,https://www.sports-reference.com/cbb/players/isaiah-crawford-1.html,0.08636797032050739,9.301582272036395,4.476112974742175,-1.4763894942612783,1.2277315247597789,-1.4923234286621547,-0.391714600140804,0.35762387914965205,-1.0749470507666965,-2.3240437169019925,,,,,,,,,
145,"Aidoo, Jonas",C,Tennessee,12/10/2002,21.54,"6'11""",,234,,,,,,,,113,,,,,,,,,36,36.0,24.8,11.4,2.8,4.5,7.3,1.0,0.7,1.8,1.0,2.2,4.8,9.3,0.515,4.7,8.9,0.53,0.1,0.4,0.2,1.7,2.8,0.626,0.595,16.5,4.1,6.5,10.6,1.5,1.0,2.6,1.5,3.2,7.0,12.9,0.6,4.1,https://www.sports-reference.com/cbb/players/jonas-aidoo-1.html,0.08524053008440723,7.0702675528267,0.9745909099663654,-1.3015511277797254,0.5205020280038412,-2.561784963725786,0.9493298716246883,0.7790944272771924,-0.12385266166085217,-2.7919107536717656,,,,,,,,,
95,"Flanigan, Allen",SG,Mississippi,4/24/2001,23.17,"6'6""","6'9""",215,,,,,,,,95,77.86,109.0,94.0,75.0,77.0,70.0,67.0,53.0,32,29.0,30.7,14.8,1.2,4.8,6.1,2.8,1.5,0.7,2.3,2.5,5.0,11.5,0.434,4.5,9.8,0.462,0.5,1.7,0.273,4.3,5.3,0.817,0.624,17.4,1.4,5.6,7.2,3.3,1.8,0.8,2.7,2.9,5.9,11.5,2.0,6.2,https://www.sports-reference.com/cbb/players/allen-flanigan-1.html,0.08503488982400091,10.717433532296303,8.500748841294985,-1.50033610010996,-0.11687194199754376,-0.8509391405740762,-0.7658529906065381,0.5747085211948657,-0.9062155272732586,-1.6071110057213522,,,,,,,,,
40,"Nunez, Juan",PG,Spain,6/4/2004,20.06,6' 5.25'',6' 6.5'',206,"9.5""",8' 6'',22.0,29.0,11.47,3.1,3.41,40,42.14,36.0,47.0,48.0,35.0,46.0,47.0,36.0,14,,25.9,10.4,1.0,2.8,3.8,5.8,1.9,0.1,2.9,2.1,3.9,7.8,0.505,3.0,5.2,0.575,0.9,2.6,0.361,1.6,2.9,0.537,0.647,14.5,1.4,3.9,5.3,8.1,2.6,0.1,4.0,2.9,5.4,7.2,3.6,4.0,https://www.basketball-reference.com/international/players/juan-nunez-1.html,0.08448073499137942,4.381715724980561,0.5524895965267663,0.38154419290363756,0.1805510168382536,-2.0891287820580855,-0.09376880342863515,0.6282107452178675,-0.12630055467126433,-2.203678084473988,Juan Núñez,85.0,36.0,Indiana,Juan Núñez,6-4,206.0,PG,Spain
3,"Risacher, Zaccharie",SF,France,4/8/2005,19.21,6' 9.75'',6' 9.5'',195,"8.75""",8' 11'',25.0,31.0,11.51,2.97,3.38,3,3.71,1.0,5.0,2.0,3.0,8.0,6.0,1.0,32,,22.0,10.1,1.2,2.6,3.8,0.9,0.8,0.3,1.3,2.4,3.3,7.5,0.439,2.1,4.1,0.511,1.2,3.4,0.352,2.3,3.1,0.74,0.645,16.5,2.0,4.3,6.2,1.5,1.3,0.5,2.1,3.9,5.4,6.7,5.6,5.1,https://www.basketball-reference.com/international/players/zaccharie-risacher-1.html,0.08429139936794128,7.770866503409916,1.7135750177094389,-1.3635539406200934,-0.26876312306873923,-1.2702890441346075,-0.6626362740334732,1.569059135597296,-0.7255385057015121,-1.8875515301928687,Zaccharie Risacher,95.0,1.0,Atlanta,Zaccharie Risacher,6-8,195.0,SF,France
158,"Storr, AJ",SG,Wisconsin,8/26/2003,20.83,"6'7""",,205,,,,,,,,80,,,,,,,,,36,36.0,28.8,16.8,1.1,2.8,3.9,0.9,0.6,0.1,1.6,1.1,6.0,13.8,0.434,4.7,9.7,0.483,1.3,4.2,0.32,3.5,4.3,0.812,0.593,21.0,1.4,3.5,4.9,1.1,0.8,0.1,2.0,1.4,7.5,12.1,5.3,5.4,https://www.sports-reference.com/cbb/players/aj-storr-1.html,0.08277298654093425,11.337448216412788,10.213228206878933,-1.317332365717307,-0.11687194199754376,-0.8258635830237967,-0.7069356397924742,0.9937588878051254,-0.8931754943344582,-1.320983578066009,,,,,,,,,
135,"Bal, Adama",PG,Santa Clara,12/18/2003,20.52,"6'7""",,190,,,,,,,,109,,,,,,,,,30,30.0,31.2,14.4,0.4,2.8,3.2,3.1,0.9,0.2,2.3,2.3,4.6,10.7,0.433,2.9,5.8,0.5,1.7,4.9,0.354,3.4,4.1,0.821,0.651,16.6,0.5,3.2,3.7,3.6,1.0,0.2,2.7,2.7,5.3,6.7,5.7,4.7,https://www.sports-reference.com/cbb/players/adama-bal-1.html,0.08007005021785664,10.607118799600318,6.623671143859784,-1.3643913876311762,-0.047720993084775475,-0.45604704126404877,-0.7937589134217565,0.7214584471344263,-0.932389303602909,-1.6772414745721276,,,,,,,,,
31,"Dadiet, Pacome",SF,France,7/27/2005,18.91,6' 9'',6' 9'',217,"9""",8' 11.5'',29.0,36.0,11.84,2.94,3.21,31,30.86,30.0,34.0,37.0,32.0,26.0,31.0,26.0,18,,14.9,6.4,0.6,1.0,1.6,0.3,0.6,0.2,0.9,1.6,2.3,5.2,0.452,1.6,2.7,0.583,0.8,2.5,0.311,1.0,1.4,0.72,0.58,15.5,1.4,2.4,3.9,0.7,1.4,0.5,2.2,3.9,5.6,6.5,6.0,3.4,https://www.basketball-reference.com/international/players/pacome-dadiet-1.html,0.07977033432904394,8.53545883275944,4.34588417841993,-1.4173835088572682,-2.715129582163664,-1.4994680303877488,-0.7663898009345698,0.6787896296503998,-0.9679141521131936,-2.4490969037546453,Pacôme Dadiet,91.0,25.0,New York,Pacôme Dadiet,6-7,217.0,SG,France
69,"Mintz, Judah",PG,Syracuse,7/10/2003,20.96,"6'4""","6'4""",176,,,,,,,,69,67.14,81.0,74.0,67.0,67.0,61.0,67.0,53.0,32,31.0,33.9,18.8,0.5,2.8,3.2,4.4,2.1,0.1,2.9,2.2,5.9,13.4,0.438,5.1,10.8,0.477,0.8,2.7,0.282,6.3,8.3,0.765,0.684,20.0,0.5,3.0,3.4,4.7,2.2,0.1,3.1,2.3,6.3,11.5,2.9,8.8,https://www.sports-reference.com/cbb/players/judah-mintz-1.html,0.07886587121985564,9.941760767091907,5.311547172373131,-1.6415821140440254,0.5625465214964892,-1.337731805865446,-0.5937474933000615,1.2288491894517286,-0.6596564875609893,-1.8980837667522747,,,,,,,,,
6,"Buzelis, Matas",SF,G-League Ignite,10/13/2004,19.7,"6'10""","6'10""",197,"9.25""","8'9.5""",31.0,38.0,10.73,2.9,3.09,6,7.57,5.0,12.0,9.0,5.0,3.0,13.0,6.0,34,32.0,31.0,14.1,1.6,5.0,6.6,1.9,0.9,1.9,2.2,2.4,5.4,11.8,0.455,4.5,8.4,0.533,0.9,3.4,0.261,1.4,2.0,0.696,0.584,16.4,1.8,5.8,7.7,2.3,1.1,2.3,2.5,2.8,6.2,9.7,3.9,2.4,https://basketball.realgm.com/player/Matas-Buzelis/Summary/176589,0.07744412622502722,8.053158323304434,11.142365594420944,-1.3087770845608124,-0.604097382579763,-2.223610052349892,-1.374230012390698,1.7819874119560208,-1.2800805388296337,-3.4082830850672763,Matas Buzelis,95.0,11.0,Chicago,Matas Buzelis,6-8,197.0,SF,
102,"Bannan, Josh",SF,Australia,2/26/2001,23.33,"6'8""",,220,,,,,,,,102,79.14,109.0,95.0,83.0,77.0,70.0,67.0,53.0,19,,29.0,11.9,2.3,4.9,7.2,1.5,0.4,0.2,1.3,2.2,4.7,10.5,0.45,4.2,8.8,0.473,0.6,1.7,0.333,1.9,2.5,0.75,0.549,14.8,2.9,6.1,8.9,1.9,0.5,0.2,1.6,2.7,5.8,10.9,2.1,3.1,https://www.basketball-reference.com/international/players/josh-bannan-1.html,0.076797074210587,7.658966879557329,2.2768622902725015,-1.3266688449424748,-0.4895924607730045,-1.3331737754857058,-0.8320088396472376,0.9895092363700456,-1.167578402016244,-2.167148152587131,,,,,,,,,
41,"Djurisic, Nikola",SF,Serbia,2/23/2004,20.34,"6'8.25""","6'8""",209,"10""","8'6.5""",27.5,34.5,10.63,2.92,3.12,41,42.57,50.0,37.0,49.0,42.0,24.0,43.0,53.0,26,,30.7,14.4,0.3,2.4,2.7,3.4,1.0,0.4,3.2,2.7,4.9,10.8,0.454,3.7,7.0,0.519,1.2,3.7,0.33,3.4,4.6,0.739,0.647,16.9,0.4,2.8,3.2,4.0,1.2,0.5,3.8,3.2,5.7,8.2,4.3,5.4,https://www.basketball-reference.com/international/players/nikola-djurisic-1.html,0.07605101020198941,7.920716106735682,1.801037191141848,-1.2486495123761718,-0.18821838589729656,-1.3638438462097284,-0.5469149426165895,1.2893096447639447,-0.6041558608591335,-1.8307407825413982,Nikola Djurisić,88.0,43.0,Miami,Nikola Djurisić,6-7,209.0,SG,Serbia
127,"Grant-Foster, Tyon",SF,Grand Canyon,3/5/2000,24.31,"6'7""","6'11.75""",215,"9.25""","8'8""",,,,,,71,,,,,,,,,34,34.0,33.5,20.1,1.3,4.8,6.1,1.6,1.7,1.5,2.5,2.3,6.2,14.0,0.446,4.8,9.5,0.5,1.5,4.4,0.331,6.2,8.3,0.745,0.701,21.6,1.4,5.2,6.6,1.7,1.8,1.6,2.7,2.5,6.7,10.2,4.7,8.9,https://www.sports-reference.com/cbb/players/tyon-grant-foster-1.html,0.07333401647453254,7.683468584382904,1.9314934918901898,-1.190600771903543,-0.2986377274897914,-1.4687901126079739,-0.660506267123709,1.2183237134884148,-0.6933726472528068,-2.0537428817650962,,,,,,,,,
98,"Sane, Babacar",SF,G-League Ignite,9/13/2003,20.78,"6'7""",,240,,,,,,,,98,78.29,89.0,109.0,83.0,77.0,70.0,67.0,53.0,23,8.0,22.5,11.0,1.5,4.4,5.8,0.5,0.5,0.5,1.7,3.2,3.8,8.4,0.454,3.4,6.6,0.511,0.5,1.9,0.256,1.6,2.4,0.685,0.628,17.5,2.4,7.0,9.3,0.8,0.8,0.8,2.7,5.1,6.1,10.5,3.0,3.8,https://basketball.realgm.com/player/Babacar-Sane/Summary/153120,0.07331354792555075,6.982435106521113,2.8626535144870013,-2.3024312481306497,-0.6727454505092387,-2.2100308834104565,-1.0586012890569905,0.4868075514488539,-1.1039317592527147,-3.343362541313991,,,,,,,,,
66,"Beekman, Reece",PG,Virginia,10/8/2001,22.71,"6'2.5""","6'6.5""",196,"9""","8'4""",30.0,36.5,10.86,3.08,2.94,66,63.29,70.0,61.0,65.0,65.0,62.0,67.0,53.0,34,34.0,32.8,14.3,0.4,3.3,3.6,6.2,2.0,0.5,2.1,1.3,5.3,11.9,0.443,4.4,9.0,0.487,0.9,2.9,0.31,2.8,3.7,0.754,0.585,15.7,0.4,3.6,4.0,6.8,2.2,0.5,2.3,1.4,5.8,9.9,3.2,4.1,https://www.sports-reference.com/cbb/players/reece-beekman-1.html,0.07307050263422014,7.680685401344999,4.587270974536708,-1.3562742337019864,-0.3766091755556109,-1.3424307458132116,-0.5018591744038331,1.0078092849427667,-0.7474049019113954,-2.021370605342028,,,,,,,,,
107,"Battle, RaeQuan",SG,West Virginia,2/19/2001,23.35,"6'4""",,183,,,,,,,,107,79.71,99.0,109.0,83.0,77.0,70.0,67.0,53.0,22,22.0,28.0,16.1,0.6,3.4,4.0,0.7,1.0,0.6,2.0,2.6,5.2,12.8,0.408,3.5,7.6,0.455,1.8,5.2,0.339,3.9,4.7,0.835,0.611,20.7,0.8,4.4,5.1,0.9,1.3,0.8,2.6,3.3,6.7,9.8,6.7,6.0,https://www.sports-reference.com/cbb/players/raequan-battle-1.html,0.07279953236440155,8.308755843250204,3.101957243377413,-1.9849930383882362,-0.3395111428142589,-1.4019231497113993,-1.0702307474459232,0.5333684402616964,-1.355199967812992,-2.5251862681742008,,,,,,,,,
99,"Ducas, Alex",SG,Saint Mary's,12/11/2000,23.54,"6'7""",,220,,,,,,,,99,78.43,90.0,109.0,83.0,77.0,70.0,67.0,53.0,34,34.0,28.1,9.9,0.9,4.7,5.6,1.9,0.7,0.2,1.0,1.3,3.4,7.5,0.453,1.0,2.0,0.493,2.4,5.4,0.438,0.7,0.9,0.774,0.631,12.7,1.2,6.0,7.2,2.4,0.9,0.3,1.3,1.7,4.4,2.6,6.9,1.2,https://www.sports-reference.com/cbb/players/alex-ducas-1.html,0.07268882629571151,10.746678597711742,6.219445666809118,-1.1879809832655912,0.9169185370718109,-1.2786887478012394,-0.2681335204776413,1.9038592447524942,-0.599251177808048,-1.6631830003527674,,,,,,,,,
150,"Foster, Caleb",SG,Duke,7/16/2004,19.94,"6'5""",,197,,,,,,,,116,,,,,,,,,27,15.0,25.4,7.7,0.4,2.0,2.4,2.1,0.6,0.1,1.1,2.0,2.7,6.2,0.437,1.7,3.6,0.459,1.0,2.6,0.406,1.2,1.8,0.688,0.592,10.9,0.6,2.8,3.4,3.0,0.9,0.1,1.6,2.8,3.8,5.1,3.7,2.6,https://www.sports-reference.com/cbb/players/caleb-foster-2.html,0.07265492970185142,7.802807135786691,0.4744104145662449,-2.3490894688645105,-0.5747747365659458,-2.308977971220998,-1.8572133127658175,0.3230188233058893,-2.018934666255668,-3.596384379906337,,,,,,,,,
152,"Mara, Aday",C,Spain,4/7/2005,19.22,"7'2""","7'7""",245,,,,,,,,123,,,,,,,,,28,8.0,9.6,3.5,0.6,1.4,1.9,0.5,0.1,0.7,0.7,0.9,1.4,3.1,0.442,1.4,3.1,0.442,0.0,0.0,0.0,0.8,1.1,0.7,0.513,13.1,2.3,5.3,7.1,1.9,0.4,2.6,2.6,3.4,5.3,11.6,0.0,4.1,https://www.sports-reference.com/cbb/players/aday-mara-2.html,0.07250219350182152,8.238991572706304,0.7566588023362332,-1.9299101039862243,-0.4658615404052604,-2.3778119531114115,-1.0927639624558905,0.989000276109205,-1.0647721218505328,-3.0765437582695165,,,,,,,,,
125,"Love, Caleb",SG,Arizona,9/27/2001,22.74,"6'4""",,195,,,,,,,,96,,,,,,,,,36,36.0,32.3,18.0,0.7,4.1,4.8,3.4,1.2,0.3,2.1,1.1,6.1,14.7,0.413,3.5,7.0,0.502,2.6,7.7,0.332,3.3,4.0,0.839,0.597,20.1,0.8,4.6,5.3,3.8,1.3,0.3,2.3,1.2,6.8,7.8,8.6,4.5,https://www.sports-reference.com/cbb/players/caleb-love-1.html,0.0719164612450954,10.476763175838526,4.779198080871303,-1.0021831537767096,-0.26883143623897,-0.10520294993900096,-0.9971657165765464,1.0185083227261484,-1.2743405220505029,-1.9417926097774196,,,,,,,,,
141,"Ajayi, Michael",SF,Pepperdine,6/23/2003,21.01,"6'7""","7'0.75""",228,"9.75""","8'10.5""",27.0,34.5,11.77,3.17,3.21,98,,,,,,,,,36,36.0,32.3,18.0,0.7,4.1,4.8,3.4,1.2,0.3,2.1,1.1,6.1,14.7,0.413,3.5,7.0,0.502,2.6,7.7,0.332,3.3,4.0,0.839,0.597,20.1,0.8,4.6,5.3,3.8,1.3,0.3,2.3,1.2,6.8,7.8,8.6,4.5,https://www.sports-reference.com/cbb/players/caleb-love-1.html,0.0719164612450954,10.476763175838526,4.779198080871303,-1.0021831537767096,-0.26883143623897,-0.10520294993900096,-0.9971657165765464,1.0185083227261484,-1.2743405220505029,-1.9417926097774196,Ajay Mitchell,81.0,38.0,New York,Ajay Mitchell,6-3,197.0,PG,UC Santa Barbara
174,"Kaluma, Arthur",SF,Kansas State,3/1/2002,22.32,"6'7""",,225,,,,,,,,128,,,,,,,,,33,32.0,34.5,14.4,1.4,5.6,7.0,2.0,0.8,0.5,2.8,2.3,4.6,10.8,0.427,3.1,6.4,0.486,1.5,4.5,0.345,3.6,4.8,0.747,0.647,15.0,1.5,5.8,7.3,2.1,0.8,0.5,2.9,2.4,4.8,6.7,4.7,5.0,https://www.sports-reference.com/cbb/players/arthur-kaluma-1.html,0.0715661119324883,7.51573143727899,3.1549202924802313,-1.2696474923649606,-0.3301775858182704,-1.3824794813932704,-0.7239602025936202,0.6865713730342327,-0.6749691034953486,-2.089245652912331,,,,,,,,,
157,"Luis, RJ",SG,St. Johns,1/1/2003,21.48,"6'7""",,195,,,,,,,,98,,,,,,,,,23,10.0,21.0,10.9,1.3,3.3,4.6,1.0,1.2,0.3,1.3,2.5,4.1,9.7,0.422,3.7,8.0,0.47,0.3,1.7,0.2,2.3,3.1,0.75,0.543,18.7,2.2,5.7,7.9,1.7,2.1,0.5,2.2,4.3,7.0,13.7,2.9,5.3,https://www.sports-reference.com/cbb/players/rj-luis-1.html,0.06921539492118438,6.817555079999812,3.410580066358893,-1.4083031110343867,-0.4426835337482272,-1.374970148237861,-1.2085059702678094,1.4059323856096702,-1.1181460677161588,-2.172408313714028,,,,,,,,,
132,"Toohey, Alex",SF,Australia,5/5/2004,20.14,"6'8""",,212,,,,,,,,101,,,,,,,,,29,25.0,21.5,8.0,1.3,2.7,4.0,0.8,0.5,0.5,0.4,1.6,2.8,6.4,0.443,2.2,4.1,0.55,0.6,2.3,0.254,1.7,2.5,0.685,0.596,13.3,2.2,4.5,6.7,1.3,0.8,0.9,0.6,2.7,4.7,6.8,3.9,4.2,https://basketball.realgm.com/player/Alex-Toohey/Summary/177212,0.06867807171340516,6.342406934730711,0.32755637704125024,-3.18756992883948,-0.5238841715292062,-2.189104794036486,-1.386029854857309,0.21365021096631767,-1.2436203853301477,-3.288362978622818,,,,,,,,,
